interactive session starts
==========================
Initializing hash table of size 9028394 for 4514197 kmers.
Finished reading kmers.
Finished inserting in 0.789641
Assembled in 1.116526 total
Rank 0 reconstructed 187 contigs with 140604 nodes from 187 start nodes. (0.245904 read, 0.789641 insert, 1.116526 total)
Rank 22 reconstructed 75 contigs with 64335 nodes from 75 start nodes. (0.281803 read, 0.910553 insert, 1.438904 total)
Rank 57 reconstructed 81 contigs with 69170 nodes from 81 start nodes. (0.327419 read, 0.984418 insert, 1.438959 total)
Rank 23 reconstructed 97 contigs with 70956 nodes from 97 start nodes. (0.331211 read, 0.970465 insert, 1.438920 total)
Rank 58 reconstructed 79 contigs with 61641 nodes from 79 start nodes. (0.280509 read, 0.949479 insert, 1.438961 total)
Rank 24 reconstructed 76 contigs with 58274 nodes from 76 start nodes. (0.255828 read, 0.921194 insert, 1.438915 total)
Rank 59 reconstructed 98 contigs with 68480 nodes from 98 start nodes. (0.330800 read, 0.987340 insert, 1.438960 total)
Rank 25 reconstructed 96 contigs with 72921 nodes from 96 start nodes. (0.348870 read, 0.973304 insert, 1.438902 total)
Rank 60 reconstructed 80 contigs with 58369 nodes from 80 start nodes. (0.249941 read, 0.945583 insert, 1.438959 total)
Rank 26 reconstructed 92 contigs with 60652 nodes from 92 start nodes. (0.267233 read, 0.922020 insert, 1.438900 total)
Rank 61 reconstructed 91 contigs with 74686 nodes from 91 start nodes. (0.349193 read, 0.986596 insert, 1.438961 total)
Rank 27 reconstructed 89 contigs with 64218 nodes from 89 start nodes. (0.302775 read, 0.976734 insert, 1.438914 total)
Rank 62 reconstructed 99 contigs with 73260 nodes from 99 start nodes. (0.311089 read, 0.953097 insert, 1.438953 total)
Rank 63 reconstructed 91 contigs with 79606 nodes from 91 start nodes. (0.377752 read, 0.994504 insert, 1.438953 total)
Rank 28 reconstructed 88 contigs with 62689 nodes from 88 start nodes. (0.274308 read, 0.933521 insert, 1.438911 total)
Rank 29 reconstructed 83 contigs with 83703 nodes from 83 start nodes. (0.384688 read, 0.977044 insert, 1.438910 total)
Rank 30 reconstructed 73 contigs with 65219 nodes from 73 start nodes. (0.297997 read, 0.927961 insert, 1.438900 total)
Rank 31 reconstructed 78 contigs with 64453 nodes from 78 start nodes. (0.304444 read, 0.972314 insert, 1.438905 total)
Initializing hash table of size 9028394 for 4514197 kmers.
Finished reading kmers.
Finished inserting in 0.834655
Assembled in 1.309812 total
Rank 32 reconstructed 54 contigs with 42255 nodes from 54 start nodes. (0.296936 read, 0.593607 insert, 1.309888 total)
Rank 64 reconstructed 49 contigs with 40084 nodes from 49 start nodes. (0.304074 read, 0.811262 insert, 1.309906 total)
Rank 97 reconstructed 45 contigs with 31285 nodes from 45 start nodes. (0.283674 read, 0.705793 insert, 1.309896 total)
Rank 0 reconstructed 60 contigs with 48433 nodes from 60 start nodes. (0.373610 read, 0.834655 insert, 1.309812 total)
Rank 33 reconstructed 40 contigs with 32079 nodes from 40 start nodes. (0.253672 read, 0.630896 insert, 1.309889 total)
Rank 98 reconstructed 47 contigs with 43385 nodes from 47 start nodes. (0.355900 read, 0.673778 insert, 1.309899 total)
Rank 1 reconstructed 51 contigs with 37943 nodes from 51 start nodes. (0.339404 read, 0.850719 insert, 1.309814 total)
Rank 34 reconstructed 53 contigs with 51337 nodes from 53 start nodes. (0.353152 read, 0.600970 insert, 1.309892 total)
Rank 65 reconstructed 52 contigs with 62118 nodes from 52 start nodes. (0.451042 read, 0.829696 insert, 1.309882 total)
Rank 99 reconstructed 47 contigs with 33851 nodes from 47 start nodes. (0.303556 read, 0.690222 insert, 1.309900 total)
Rank 2 reconstructed 37 contigs with 28448 nodes from 37 start nodes. (0.242446 read, 0.830141 insert, 1.309811 total)
Rank 35 reconstructed 49 contigs with 30564 nodes from 49 start nodes. (0.235439 read, 0.630413 insert, 1.309900 total)
Rank 66 reconstructed 48 contigs with 41475 nodes from 48 start nodes. (0.320692 read, 0.807929 insert, 1.309912 total)
Rank 100 reconstructed 51 contigs with 44493 nodes from 51 start nodes. (0.358089 read, 0.671296 insert, 1.309895 total)
Rank 3 reconstructed 39 contigs with 25780 nodes from 39 start nodes. (0.259247 read, 0.849924 insert, 1.309854 total)
Rank 36 reconstructed 39 contigs with 30872 nodes from 39 start nodes. (0.224917 read, 0.591740 insert, 1.309878 total)
Rank 67 reconstructed 56 contigs with 48534 nodes from 56 start nodes. (0.372899 read, 0.824316 insert, 1.309902 total)
Rank 101 reconstructed 55 contigs with 41754 nodes from 55 start nodes. (0.350929 read, 0.700958 insert, 1.309897 total)
Rank 4 reconstructed 42 contigs with 25648 nodes from 42 start nodes. (0.222618 read, 0.833263 insert, 1.309845 total)
Rank 37 reconstructed 52 contigs with 41336 nodes from 52 start nodes. (0.316673 read, 0.637900 insert, 1.309897 total)
Rank 68 reconstructed 48 contigs with 46916 nodes from 48 start nodes. (0.352643 read, 0.814941 insert, 1.309912 total)
Rank 102 reconstructed 35 contigs with 29241 nodes from 35 start nodes. (0.284802 read, 0.678113 insert, 1.309889 total)
Rank 5 reconstructed 34 contigs with 26761 nodes from 34 start nodes. (0.267630 read, 0.854492 insert, 1.309841 total)
Rank 38 reconstructed 45 contigs with 30912 nodes from 45 start nodes. (0.232570 read, 0.600018 insert, 1.309894 total)
Rank 69 reconstructed 46 contigs with 39899 nodes from 46 start nodes. (0.323945 read, 0.826909 insert, 1.309894 total)
Rank 103 reconstructed 49 contigs with 26498 nodes from 49 start nodes. (0.249422 read, 0.699914 insert, 1.309897 total)
Rank 6 reconstructed 49 contigs with 43995 nodes from 49 start nodes. (0.345319 read, 0.820590 insert, 1.309836 total)
Rank 39 reconstructed 53 contigs with 39180 nodes from 53 start nodes. (0.290848 read, 0.627978 insert, 1.309887 total)
Rank 70 reconstructed 46 contigs with 34750 nodes from 46 start nodes. (0.276075 read, 0.813004 insert, 1.309900 total)
Rank 104 reconstructed 53 contigs with 34208 nodes from 53 start nodes. (0.304962 read, 0.664980 insert, 1.309893 total)
Rank 7 reconstructed 36 contigs with 18745 nodes from 36 start nodes. (0.172799 read, 0.842970 insert, 1.309812 total)
Rank 40 reconstructed 40 contigs with 39120 nodes from 40 start nodes. (0.274909 read, 0.600289 insert, 1.309892 total)
Rank 71 reconstructed 36 contigs with 29518 nodes from 36 start nodes. (0.249889 read, 0.827590 insert, 1.309897 total)
Rank 105 reconstructed 53 contigs with 44916 nodes from 53 start nodes. (0.394283 read, 0.715173 insert, 1.309900 total)
Rank 8 reconstructed 41 contigs with 22810 nodes from 41 start nodes. (0.186706 read, 0.827234 insert, 1.309817 total)
Rank 41 reconstructed 44 contigs with 27689 nodes from 44 start nodes. (0.230545 read, 0.622889 insert, 1.309879 total)
Rank 72 reconstructed 41 contigs with 42357 nodes from 41 start nodes. (0.317758 read, 0.803808 insert, 1.309882 total)
Rank 106 reconstructed 35 contigs with 36809 nodes from 35 start nodes. (0.297315 read, 0.673367 insert, 1.309892 total)
Rank 9 reconstructed 37 contigs with 26770 nodes from 37 start nodes. (0.238731 read, 0.844626 insert, 1.309844 total)
Rank 42 reconstructed 48 contigs with 36221 nodes from 48 start nodes. (0.255247 read, 0.596702 insert, 1.309899 total)
Rank 73 reconstructed 38 contigs with 25117 nodes from 38 start nodes. (0.202153 read, 0.827159 insert, 1.309908 total)
Rank 107 reconstructed 37 contigs with 34636 nodes from 37 start nodes. (0.310782 read, 0.698959 insert, 1.309893 total)
Rank 10 reconstructed 48 contigs with 35837 nodes from 48 start nodes. (0.291350 read, 0.825589 insert, 1.309815 total)
Rank 43 reconstructed 56 contigs with 52292 nodes from 56 start nodes. (0.369609 read, 0.622138 insert, 1.309899 total)
Rank 74 reconstructed 53 contigs with 33059 nodes from 53 start nodes. (0.267319 read, 0.806556 insert, 1.309912 total)
Rank 108 reconstructed 56 contigs with 36721 nodes from 56 start nodes. (0.316587 read, 0.668499 insert, 1.309900 total)
Rank 11 reconstructed 46 contigs with 36953 nodes from 46 start nodes. (0.323373 read, 0.848386 insert, 1.309838 total)
Rank 44 reconstructed 39 contigs with 32252 nodes from 39 start nodes. (0.243434 read, 0.598300 insert, 1.309891 total)
Rank 75 reconstructed 54 contigs with 31142 nodes from 54 start nodes. (0.262907 read, 0.827014 insert, 1.309896 total)
Rank 109 reconstructed 45 contigs with 34390 nodes from 45 start nodes. (0.311522 read, 0.696607 insert, 1.309889 total)
Rank 45 reconstructed 36 contigs with 32083 nodes from 36 start nodes. (0.254559 read, 0.619861 insert, 1.309900 total)
Rank 76 reconstructed 44 contigs with 39584 nodes from 44 start nodes. (0.327072 read, 0.812489 insert, 1.309915 total)
Rank 110 reconstructed 45 contigs with 45637 nodes from 45 start nodes. (0.357012 read, 0.671167 insert, 1.309890 total)
Rank 46 reconstructed 53 contigs with 45253 nodes from 53 start nodes. (0.309466 read, 0.586031 insert, 1.309896 total)
Rank 111 reconstructed 58 contigs with 40597 nodes from 58 start nodes. (0.371520 read, 0.701966 insert, 1.309889 total)
Rank 12 reconstructed 50 contigs with 45394 nodes from 50 start nodes. (0.363954 read, 0.821153 insert, 1.309849 total)
Rank 47 reconstructed 44 contigs with 25703 nodes from 44 start nodes. (0.203351 read, 0.623531 insert, 1.309879 total)
Rank 77 reconstructed 42 contigs with 30376 nodes from 42 start nodes. (0.277509 read, 0.832206 insert, 1.309882 total)
Rank 112 reconstructed 44 contigs with 32906 nodes from 44 start nodes. (0.293575 read, 0.675680 insert, 1.309890 total)
Rank 13 reconstructed 48 contigs with 38390 nodes from 48 start nodes. (0.330535 read, 0.842786 insert, 1.309843 total)
Rank 48 reconstructed 44 contigs with 36019 nodes from 44 start nodes. (0.283215 read, 0.598488 insert, 1.309884 total)
Rank 78 reconstructed 44 contigs with 24911 nodes from 44 start nodes. (0.197690 read, 0.808406 insert, 1.309909 total)
Rank 113 reconstructed 39 contigs with 32714 nodes from 39 start nodes. (0.330835 read, 0.706429 insert, 1.309900 total)
Rank 49 reconstructed 32 contigs with 22255 nodes from 32 start nodes. (0.172370 read, 0.625373 insert, 1.309888 total)
Rank 79 reconstructed 47 contigs with 31804 nodes from 47 start nodes. (0.267534 read, 0.824760 insert, 1.309910 total)
Rank 114 reconstructed 51 contigs with 46951 nodes from 51 start nodes. (0.365879 read, 0.670724 insert, 1.309890 total)
Rank 50 reconstructed 55 contigs with 47734 nodes from 55 start nodes. (0.326465 read, 0.594984 insert, 1.309877 total)
Rank 80 reconstructed 36 contigs with 26024 nodes from 36 start nodes. (0.198260 read, 0.804710 insert, 1.309910 total)
Rank 115 reconstructed 30 contigs with 22219 nodes from 30 start nodes. (0.206918 read, 0.693828 insert, 1.309898 total)
Rank 51 reconstructed 41 contigs with 25187 nodes from 41 start nodes. (0.192680 read, 0.625472 insert, 1.309895 total)
Rank 81 reconstructed 52 contigs with 45199 nodes from 52 start nodes. (0.378673 read, 0.828847 insert, 1.309880 total)
Rank 116 reconstructed 32 contigs with 23407 nodes from 32 start nodes. (0.200786 read, 0.668768 insert, 1.309898 total)
Rank 14 reconstructed 44 contigs with 25768 nodes from 44 start nodes. (0.222163 read, 0.827581 insert, 1.309812 total)
Rank 52 reconstructed 47 contigs with 32861 nodes from 47 start nodes. (0.239415 read, 0.586991 insert, 1.309886 total)
Rank 53 reconstructed 45 contigs with 27791 nodes from 45 start nodes. (0.227710 read, 0.622269 insert, 1.309887 total)
Rank 82 reconstructed 43 contigs with 35790 nodes from 43 start nodes. (0.278116 read, 0.803309 insert, 1.309903 total)
Rank 117 reconstructed 47 contigs with 38234 nodes from 47 start nodes. (0.330359 read, 0.698043 insert, 1.309882 total)
Rank 15 reconstructed 36 contigs with 24027 nodes from 36 start nodes. (0.230588 read, 0.846213 insert, 1.309830 total)
Rank 118 reconstructed 50 contigs with 39935 nodes from 50 start nodes. (0.350571 read, 0.668842 insert, 1.309890 total)
Rank 54 reconstructed 45 contigs with 33762 nodes from 45 start nodes. (0.241271 read, 0.590136 insert, 1.309877 total)
Rank 119 reconstructed 49 contigs with 28745 nodes from 49 start nodes. (0.266744 read, 0.698206 insert, 1.309891 total)
Rank 83 reconstructed 45 contigs with 36368 nodes from 45 start nodes. (0.295005 read, 0.825006 insert, 1.309898 total)
Rank 120 reconstructed 41 contigs with 25162 nodes from 41 start nodes. (0.230152 read, 0.675434 insert, 1.309891 total)
Rank 16 reconstructed 38 contigs with 35345 nodes from 38 start nodes. (0.302935 read, 0.825716 insert, 1.309854 total)
Rank 55 reconstructed 44 contigs with 30456 nodes from 44 start nodes. (0.243734 read, 0.620267 insert, 1.309898 total)
Rank 84 reconstructed 46 contigs with 36354 nodes from 46 start nodes. (0.287472 read, 0.806547 insert, 1.309906 total)
Rank 121 reconstructed 38 contigs with 33007 nodes from 38 start nodes. (0.308313 read, 0.700626 insert, 1.309892 total)
Rank 56 reconstructed 43 contigs with 32649 nodes from 43 start nodes. (0.248497 read, 0.608613 insert, 1.309894 total)
Rank 85 reconstructed 39 contigs with 32360 nodes from 39 start nodes. (0.272556 read, 0.826224 insert, 1.309889 total)
Rank 122 reconstructed 36 contigs with 30963 nodes from 36 start nodes. (0.273787 read, 0.675850 insert, 1.309891 total)
Rank 17 reconstructed 40 contigs with 29064 nodes from 40 start nodes. (0.260914 read, 0.854081 insert, 1.309834 total)
Rank 57 reconstructed 45 contigs with 30040 nodes from 45 start nodes. (0.232647 read, 0.626922 insert, 1.309893 total)
Rank 86 reconstructed 42 contigs with 35955 nodes from 42 start nodes. (0.307710 read, 0.809943 insert, 1.309890 total)
Rank 58 reconstructed 42 contigs with 40921 nodes from 42 start nodes. (0.297960 read, 0.601386 insert, 1.309903 total)
Rank 123 reconstructed 55 contigs with 43723 nodes from 55 start nodes. (0.360292 read, 0.703930 insert, 1.309887 total)
Rank 18 reconstructed 48 contigs with 30794 nodes from 48 start nodes. (0.261804 read, 0.823166 insert, 1.309837 total)
Rank 87 reconstructed 38 contigs with 41824 nodes from 38 start nodes. (0.332902 read, 0.825212 insert, 1.309901 total)
Rank 59 reconstructed 41 contigs with 42782 nodes from 41 start nodes. (0.315408 read, 0.625527 insert, 1.309900 total)
Rank 88 reconstructed 61 contigs with 49186 nodes from 61 start nodes. (0.355165 read, 0.806016 insert, 1.309886 total)
Rank 124 reconstructed 53 contigs with 41813 nodes from 53 start nodes. (0.342303 read, 0.675688 insert, 1.309884 total)
Rank 19 reconstructed 49 contigs with 44346 nodes from 49 start nodes. (0.376877 read, 0.844016 insert, 1.309838 total)
Rank 60 reconstructed 34 contigs with 28182 nodes from 34 start nodes. (0.213327 read, 0.594239 insert, 1.309886 total)
Rank 125 reconstructed 46 contigs with 31447 nodes from 46 start nodes. (0.322993 read, 0.702995 insert, 1.309894 total)
Rank 89 reconstructed 37 contigs with 22269 nodes from 37 start nodes. (0.190132 read, 0.830625 insert, 1.309897 total)
Rank 20 reconstructed 45 contigs with 42999 nodes from 45 start nodes. (0.344840 read, 0.831209 insert, 1.309812 total)
Rank 61 reconstructed 39 contigs with 37037 nodes from 39 start nodes. (0.280241 read, 0.631736 insert, 1.309893 total)
Rank 90 reconstructed 48 contigs with 38640 nodes from 48 start nodes. (0.320450 read, 0.813151 insert, 1.309884 total)
Rank 126 reconstructed 43 contigs with 38899 nodes from 43 start nodes. (0.331029 read, 0.672606 insert, 1.309886 total)
Rank 62 reconstructed 33 contigs with 23697 nodes from 33 start nodes. (0.170827 read, 0.595929 insert, 1.309891 total)
Rank 21 reconstructed 43 contigs with 28645 nodes from 43 start nodes. (0.258643 read, 0.841633 insert, 1.309812 total)
Rank 91 reconstructed 46 contigs with 46000 nodes from 46 start nodes. (0.352659 read, 0.830105 insert, 1.309905 total)
Rank 127 reconstructed 48 contigs with 40707 nodes from 48 start nodes. (0.344590 read, 0.697891 insert, 1.309895 total)
Rank 63 reconstructed 45 contigs with 40756 nodes from 45 start nodes. (0.309107 read, 0.628336 insert, 1.309893 total)
Rank 92 reconstructed 53 contigs with 35587 nodes from 53 start nodes. (0.283770 read, 0.809436 insert, 1.309913 total)
Rank 96 reconstructed 56 contigs with 43219 nodes from 56 start nodes. (0.335376 read, 0.672310 insert, 1.309895 total)
Rank 22 reconstructed 51 contigs with 36630 nodes from 51 start nodes. (0.312296 read, 0.831690 insert, 1.309846 total)
Rank 93 reconstructed 36 contigs with 31409 nodes from 36 start nodes. (0.263549 read, 0.825892 insert, 1.309911 total)
Rank 23 reconstructed 54 contigs with 51069 nodes from 54 start nodes. (0.420263 read, 0.843215 insert, 1.309820 total)
Rank 94 reconstructed 53 contigs with 33233 nodes from 53 start nodes. (0.262546 read, 0.819276 insert, 1.309900 total)
Rank 95 reconstructed 43 contigs with 37736 nodes from 43 start nodes. (0.310984 read, 0.827925 insert, 1.309893 total)
Rank 24 reconstructed 36 contigs with 22951 nodes from 36 start nodes. (0.204228 read, 0.829546 insert, 1.309852 total)
Rank 25 reconstructed 47 contigs with 21493 nodes from 47 start nodes. (0.202708 read, 0.846697 insert, 1.309850 total)
Rank 26 reconstructed 40 contigs with 36647 nodes from 40 start nodes. (0.313938 read, 0.830240 insert, 1.309849 total)
Rank 27 reconstructed 35 contigs with 28558 nodes from 35 start nodes. (0.260581 read, 0.851029 insert, 1.309853 total)
Rank 28 reconstructed 43 contigs with 34471 nodes from 43 start nodes. (0.282909 read, 0.831066 insert, 1.309840 total)
Rank 29 reconstructed 41 contigs with 37081 nodes from 41 start nodes. (0.334406 read, 0.853049 insert, 1.309848 total)
Rank 30 reconstructed 30 contigs with 21894 nodes from 30 start nodes. (0.189291 read, 0.829974 insert, 1.309833 total)
Rank 31 reconstructed 47 contigs with 41181 nodes from 47 start nodes. (0.370996 read, 0.851620 insert, 1.309823 total)
Initializing hash table of size 9028394 for 4514197 kmers.
Finished reading kmers.
Finished inserting in 0.482836
Assembled in 0.776025 total
Rank 32 reconstructed 19 contigs with 16047 nodes from 19 start nodes. (0.109571 read, 0.401504 insert, 0.776111 total)
Rank 224 reconstructed 23 contigs with 15956 nodes from 23 start nodes. (0.111737 read, 0.410863 insert, 0.776053 total)
